Date,Area,Location,CommonName,SpeciesName,Fate,Reason for euthanasia,Marine Park,Latitude,Longitude
9/9/2023,Capricorn Coast,Farnborough Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/9/2023,Capricorn Coast,Emu Park,WHITE SHARK,Carcharodon carcharias,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
10/9/2023,Townsville,Horseshoe Bay,TIGER SHARK,Galeocerdo cuvier,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
11/9/2023,Townsville,Horseshoe Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
11/9/2023,Townsville,Radical Bay,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/9/2023,Townsville,Florence Bay,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/9/2023,Townsville,Alma Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
13/9/2023,Townsville,Horseshoe Bay,TIGER SHARK,Galeocerdo cuvier,Euthanised,Great Barrier Reef Coast Marine Park (GBRCMP),,,
14/9/2023,Townsville,Picnic Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/9/2023,Cairns,Ellis Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/9/2023,Cairns,Yorkeys,BULL WHALER,Carcharhinus leucas,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
17/9/2023,Townsville,Horseshoe Bay,GREAT HAMMERHEAD,Sphyrna mokarran,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
18/9/2023,Townsville,Alma Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
18/9/2023,Townsville,Florence Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
18/9/2023,Gladstone,Tannum Sands,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
18/9/2023,Capricorn Coast,SMART 605 Emu Park,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
19/9/2023,Mackay,Bucasia Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
19/9/2023,Capricorn Coast,Kemp Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
19/9/2023,Capricorn Coast,Cooee Bay,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
20/9/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
20/9/2023,Gladstone,Tannum Sands,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
22/9/2023,Townsville,Nelly Bay,BLACKTIP REEF WHALER,Carcharhinus melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/9/2023,Capricorn Coast,Farnborough Beach,GREAT HAMMERHEAD,Sphyrna mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/9/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
25/9/2023,Townsville,Horseshoe Bay,CATFISH,Ariidae - undifferentiated,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
26/9/2023,Gladstone,Tannum Sands,AUSTRALIAN BLACKTIP,Carcharhinus tilstoni,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
27/9/2023,Capricorn Coast,Mullambin Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
27/9/2023,Townsville,Florence Bay,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Capricorn Coast,Cooee Bay,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Capricorn Coast,SMART 576 Fishermans Beach,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Townsville,Picnic Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Townsville,Alma Bay,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Mackay,Eimeo Beach,WHITE-SPOTTED GUITARFISH,Rhynchobatus australiae,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/9/2023,Mackay,Eimeo Beach,WHITE-SPOTTED GUITARFISH,Rhynchobatus australiae,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
30/9/2023,Gladstone,Tannum Sands,CATFISH,Ariidae - undifferentiated,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
30/9/2023,Capricorn Coast,Fishermans Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
2/10/2023,Gladstone,Tannum Sands,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
2/10/2023,Capricorn Coast,Fishermans Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
2/10/2023,Gladstone,Tannum Sands,TIGER SHARK,Galeocerdo cuvier,Euthanised,Great Barrier Reef Coast Marine Park (GBRCMP),,,
3/10/2023,Cairns,Ellis Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/10/2023,Townsville,Florence Bay,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/10/2023,Townsville,Horseshoe Bay,BULL WHALER,Carcharhinus leucas,Euthanised,Great Barrier Reef Coast Marine Park (GBRCMP),,,
4/10/2023,Townsville,Florence Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/10/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/10/2023,Capricorn Coast,Farnborough Beach,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/10/2023,Capricorn Coast,Lammermoor Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/10/2023,Mackay,Bucasia Beach,GREAT HAMMERHEAD,Sphyrna mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/10/2023,Cairns,Palm Cove,TAWNY SHARK,Nebrius ferrugineus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/10/2023,Townsville,Florence Bay,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/10/2023,Gladstone,Tannum Sands,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
10/10/2023,Capricorn Coast,SMART 606 Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
10/10/2023,Capricorn Coast,SMART 577 Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/10/2023,Capricorn Coast,Emu Park,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/10/2023,Townsville,Florence Bay,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/10/2023,Capricorn Coast,Fishermans Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
12/10/2023,Capricorn Coast,Tanby Point,BLACKTIP REEF WHALER,Carcharhinus melanopterus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
12/10/2023,Mackay,Blacks Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
13/10/2023,Townsville,Radical Bay,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
13/10/2023,Townsville,Radical Bay,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
13/10/2023,Townsville,Horseshoe Bay,MILK SHARK,Rhizoprionodon acutus,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
14/10/2023,Gladstone,Tannum Sands,GREEN TURTLE,Chelonia mydas,Released Alive,Great Barrier Reef Coast Marine Park (GBRCMP),,,
14/10/2023,Capricorn Coast,Tanby Point,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
14/10/2023,Capricorn Coast,Farnborough Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/10/2023,Capricorn Coast,Fishermans Beach,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/10/2023,Capricorn Coast,Tanby Point,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/10/2023,Gladstone,Tannum Sands,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
16/10/2023,Gladstone,Tannum Sands,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
17/10/2023,Townsville,Horseshoe Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
17/10/2023,Townsville,Florence Bay,TIGER SHARK,Galeocerdo cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
18/10/2023,Cairns,Ellis Beach,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
19/10/2023,Capricorn Coast,SMART 577 Fishermans Beach,BULL WHALER,Carcharhinus leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
20/10/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
20/10/2023,Capricorn Coast,Fishermans Beach,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
21/10/2023,Capricorn Coast,Lammermoor Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/10/2023,Townsville,Horseshoe Bay,BULL WHALER,Carcharhinus leucas,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
22/10/2023,Capricorn Coast,Farnborough Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/10/2023,Townsville,Alma Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
24/10/2023,Capricorn Coast,Emu Park,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
24/10/2023,Gladstone,Tannum Sands,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
25/10/2023,Cairns,Clifton,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
26/10/2023,Cairns,Palm Cove,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
26/10/2023,Townsville,Alma Bay,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
27/10/2023,Cairns,Holloways,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
30/10/2023,Townsville,Palarenda Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
1/11/2023,Townsville,Palarenda Beach,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
2/11/2023,Townsville,Radical Bay,BLACKTIP REEF WHALER,Carcharhinus melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/11/2023,Cairns,Ellis Beach,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
5/11/2023,Townsville,Horseshoe Bay,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
5/11/2023,Gladstone,Tannum Sands,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
5/11/2023,Gladstone,Tannum Sands,TIGER SHARK,Galeocerdo cuvier,Euthanised,Great Barrier Reef Coast Marine Park (GBRCMP),,,
6/11/2023,Capricorn Coast,Emu Park,TIGER SHARK,Galeocerdo cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/11/2023,Capricorn Coast,Farnborough Beach,AUSTRALIAN BLACKTIP,Carcharhinus tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/11/2023,Townsville,Florence Bay,BLACKTIP REEF WHALER,Carcharhinus melanopterus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/11/2023,Capricorn Coast,Emu Park,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/11/2023,Townsville,Horseshoe Bay,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Great Barrier Reef Coast Marine Park (GBRCMP),,,
8/11/2023,Capricorn Coast,SMART 605 Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
8/11/2023,Capricorn Coast,Cooee Bay,SANDBAR WHALER,Carcharhinus plumbeus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
8/11/2023,Townsville,Florence Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/11/2023,Capricorn Coast,Kemp Beach,BULL WHALER,Carcharhinus leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/11/2023,Capricorn Coast,Tanby Point,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/11/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/11/2023,Townsville,Horseshoe Bay,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
9/11/2023,Townsville,Radical Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
10/11/2023,Capricorn Coast,Farnborough Beach,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/11/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
11/11/2023,Capricorn Coast,Fishermans Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
12/11/2023,Townsville,Horseshoe Bay,TIGER SHARK,Galeocerdo cuvier,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
13/11/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
13/11/2023,Capricorn Coast,SMART 552 Tanby Point,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
14/11/2023,Capricorn Coast,Farnborough Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
14/11/2023,Townsville,Horseshoe Bay,MILK SHARK,Rhizoprionodon acutus,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
14/11/2023,Capricorn Coast,Farnborough Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/11/2023,Capricorn Coast,Mullambin Beach,GREAT HAMMERHEAD,Sphyrna mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/11/2023,Cairns,Holloways,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
15/11/2023,Capricorn Coast,Farnborough Beach,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/11/2023,Capricorn Coast,Tanby Point,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/11/2023,Townsville,Palarenda Beach,GIANT SHOVELNOSED RAY,Glaucostegus typus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/11/2023,Mackay,Eimeo Beach,TIGER SHARK,Galeocerdo cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
18/11/2023,Cairns,Holloways,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
21/11/2023,Capricorn Coast,Farnborough Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Cairns,Palm Cove,BULL WHALER,Carcharhinus leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Capricorn Coast,Farnborough Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Cairns,Palm Cove,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Capricorn Coast,Yeppoon Beach,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
22/11/2023,Mackay,Bucasia Beach,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/11/2023,Capricorn Coast,Cooee Bay,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/11/2023,Townsville,Horseshoe Bay,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
23/11/2023,Townsville,Palarenda Beach,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/11/2023,Capricorn Coast,Emu Park,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/11/2023,Mackay,Bucasia Beach,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
23/11/2023,Townsville,Alma Bay,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
24/11/2023,Capricorn Coast,Emu Park,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
25/11/2023,Capricorn Coast,SMART 605 Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
25/11/2023,Capricorn Coast,SMART 555 Tanby Point,SHARPTOOTH SHARK,Negaprion acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
26/11/2023,Capricorn Coast,Farnborough Beach,GRACEFUL WHALER,Carcharhinus amblyrhynchoides,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
26/11/2023,Capricorn Coast,Kemp Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
27/11/2023,Capricorn Coast,Emu Park,BULL WHALER,Carcharhinus leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
27/11/2023,Capricorn Coast,SMART 555 Tanby Point,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
27/11/2023,Townsville,Florence Bay,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/11/2023,Townsville,Palarenda Beach,"GROPER , QLD",Epinephelus lanceolatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/11/2023,Capricorn Coast,Tanby Point,LONG NOSE WHALER,Carcharhinus brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
28/11/2023,Townsville,Palarenda Beach,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
29/11/2023,Townsville,Palarenda Beach,SHARK RAY,Rhina ancylostoma,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
29/11/2023,Capricorn Coast,Fishermans Beach,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
1/12/2023,Cairns,Ellis Beach,TIGER SHARK,Galeocerdo cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
3/12/2023,Capricorn Coast,Kemp Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
3/12/2023,Capricorn Coast,SMART 577 Emu Park,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
3/12/2023,Capricorn Coast,Cooee Bay,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
4/12/2023,Capricorn Coast,Lammermoor Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
5/12/2023,Capricorn Coast,SMART 555 Tanby Point,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Capricorn Coast,Fishermans Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Cairns,Clifton,LONG NOSE WHALER,Carcharhinus brevipinna,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Capricorn Coast,Yeppoon Beach,PIGEYE WHALER,Carcharhinus amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Cairns,Yorkeys,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
6/12/2023,Cairns,Buchans,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Capricorn Coast,Emu Park,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
6/12/2023,Capricorn Coast,Farnborough Beach,TIGER SHARK,Galeocerdo cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
7/12/2023,Townsville,Picnic Bay,SHARPTOOTH SHARK,Negaprion acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/12/2023,Cairns,Ellis Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
9/12/2023,Gladstone,Tannum Sands,SPOT-TAIL WHALER,Carcharhinus sorrah,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
9/12/2023,Cairns,Palm Cove,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
10/12/2023,Townsville,Horseshoe Bay,GREAT HAMMERHEAD,Sphyrna mokarran,Deceased,Great Barrier Reef Coast Marine Park (GBRCMP),,,
11/12/2023,Cairns,Ellis Beach,TAWNY SHARK,Nebrius ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/12/2023,Capricorn Coast,SMART 605 Emu Park,AUSTRALIAN BLACKTIP,Carcharhinus tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/12/2023,Capricorn Coast,Farnborough Beach,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/12/2023,Capricorn Coast,Lammermoor Beach,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/12/2023,Capricorn Coast,SMART 606 Emu Park,COMMON BLACKTIP WHALER,Carcharhinus limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
15/12/2023,Capricorn Coast,Cooee Bay,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/12/2023,Capricorn Coast,Tanby Point,BULL WHALER,Carcharhinus leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/12/2023,Capricorn Coast,Emu Park,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
16/12/2023,Capricorn Coast,Mullambin Beach,PIGEYE WHALER,Carcharhinus amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (GBRMP),,,
